Variable / Field Name,Form Name,Section Header,Field Type,Field Label,Choices Calculations OR Slider Labels,Field Note,Text Validation Type OR Show Slider Number,Text Validation Min,Text Validation Max,Identifier?,Branching Logic (Show field only if...),Required Field?,Custom Alignment,Question Number (surveys only),Matrix Group Name,Matrix Ranking?,Field Annotation,Type,VisitID,VisitIDNum
mr3vdrl,med_rec_v3,PRENATAL LABORATORY TESTS,radio,VDRL:,"1, Positive | 2, Non Reactive | 3, Not Ordered",,,,,,,,,,,,,Human Subject Data,,
mr3vdrldate,med_rec_v3,PRENATAL LABORATORY TESTS,text,VDRL Date:,,MM-DD-YYYY,date_mdy,,,,[mr3vdrl]<'3',,,,,,,Human Subject Data,,
mr3hepb,med_rec_v3,PRENATAL LABORATORY TESTS,radio,Hepatitis B:,"1, Positive | 2, Non Reactive | 3, Not Ordered",,,,,,,,,,,,,Human Subject Data,,
mr3hepbdate,med_rec_v3,PRENATAL LABORATORY TESTS,text,Hepatitis B Date:,,MM-DD-YYYY,date_mdy,,,,[mr3hepb]<'3',,,,,,,Human Subject Data,,
mr3hiv,med_rec_v3,PRENATAL LABORATORY TESTS,radio,HIV:,"1, Positive | 2, Non Reactive | 3, Not Ordered",,,,,,,,,,,,,Human Subject Data,,
mr3hivdate,med_rec_v3,PRENATAL LABORATORY TESTS,text,HIV Date:,,MM-DD-YYYY,date_mdy,,,,[mr3hiv]<'3',,,,,,,Human Subject Data,,
mr3gc,med_rec_v3,PRENATAL LABORATORY TESTS,radio,Neisseria (GC):,"1, Positive | 2, Negative | 3, Not Ordered",,,,,,,,,,,,,Human Subject Data,,
mr3gcdate,med_rec_v3,PRENATAL LABORATORY TESTS,text,Neisseria (GC) Date:,,MM-DD-YYYY,date_mdy,,,,[mr3gc]<'3',,,,,,,Human Subject Data,,
mr3ct,med_rec_v3,PRENATAL LABORATORY TESTS,radio,Chlamydia trachomatis (CT):,"1, Positive | 2, Negative | 3, Not Ordered",,,,,,,,,,,,,Human Subject Data,,
mr3ctdate,med_rec_v3,PRENATAL LABORATORY TESTS,text,Chlamydia trachomatis (CT) Date:,,MM-DD-YYYY,date_mdy,,,,[mr3ct]<'3',,,,,,,Human Subject Data,,
mr350grglucr,med_rec_v3,PRENATAL LABORATORY TESTS,radio,1 Hour 50g Glucose Test:,"0, Not Reported | 1, Yes",,,,,,,,,,,,,Human Subject Data,,
mr350grgluc,med_rec_v3,PRENATAL LABORATORY TESTS,text,1  Hour 50g Glucose Result:,,mlU/L,,,,,[mr350grglucr]='1',,,,,,,Human Subject Data,,
mr350grglucdate,med_rec_v3,PRENATAL LABORATORY TESTS,text,1 Hour 50g Glucose Test Date:,,MM-DD-YYYY,date_mdy,,,,[mr350grglucr]='1',,,,,,,Human Subject Data,,
mr3othrtest,med_rec_v3,PRENATAL LABORATORY TESTS,radio,Other Test Ordered:,"0, No | 1, Yes | 2, Not Reported","If Yes, please specify)",,,,,,,,,,,,Human Subject Data,,
mr3othrtest1,med_rec_v3,PRENATAL LABORATORY TESTS,text,Test Name (1),,25 characters,,,,,[mr3othrtest]='1',,,,,,,Human Subject Data,,
mr3othrtestdate1,med_rec_v3,PRENATAL LABORATORY TESTS,text,Test Date (1),,MM-DD-YYYY,date_mdy,,,,[mr3othrtest]='1',,,,,,,Human Subject Data,,
mr3othrtestresult1,med_rec_v3,PRENATAL LABORATORY TESTS,text,Test Result (1),,25 characters,,,,,[mr3othrtest]='1',,,,,,,Human Subject Data,,
mr3othrtest2,med_rec_v3,PRENATAL LABORATORY TESTS,text,Test Name (2),,25 characters,,,,,[mr3othrtest]='1',,,,,,,Human Subject Data,,
mr3othrtestdate2,med_rec_v3,PRENATAL LABORATORY TESTS,text,Test Date (2),,25 characters,,,,,[mr3othrtest]='1',,,,,,,Human Subject Data,,
mr3othrtestresult2,med_rec_v3,PRENATAL LABORATORY TESTS,text,Test Result (2),,25 characters,,,,,[mr3othrtest]='1',,,,,,,Human Subject Data,,
mr3othrtest3,med_rec_v3,PRENATAL LABORATORY TESTS,text,Test Name (3),,25 characters,,,,,[mr3othrtest]='1',,,,,,,Human Subject Data,,
mr3othrtestdate3,med_rec_v3,PRENATAL LABORATORY TESTS,text,Test Date (3),,25 characters,,,,,[mr3othrtest]='1',,,,,,,Human Subject Data,,
mr3othrtestresult3,med_rec_v3,PRENATAL LABORATORY TESTS,text,Test Result (3),,25 characters,,,,,[mr3othrtest]='1',,,,,,,Human Subject Data,,
mr3cbc1,med_rec_v3,CBC,radio,CBC Results:,"0, Not Reported | 1, Yes",,,,,,,,,,,,,Human Subject Data,,
mr3testlabdate,med_rec_v3,CBC,text,CBD Date:,,MM-DD-YYYY,date_mdy,,,,[mr3cbc1]='1',,,,,,,Human Subject Data,,
mr3cbc,med_rec_v3,CBC,text,Hgb:,,gm/dl,number,,,,[mr3cbc1]='1',,,,,,,Human Subject Data,,
mr3rbc,med_rec_v3,CBC,text,RBC:,,%,number,,,,[mr3cbc1]='1',,,,,,,Human Subject Data,,
mr3hct,med_rec_v3,CBC,text,HCT:,,%,number,,,,[mr3cbc1]='1',,,,,,,Human Subject Data,,
mr3mcv,med_rec_v3,CBC,text,MCV:,,%,number,,,,[mr3cbc1]='1',,,,,,,Human Subject Data,,
mr3mch,med_rec_v3,CBC,text,MCHC:,,,number,,,,[mr3cbc1]='1',,,,,,,Human Subject Data,,
mr3mchc,med_rec_v3,CBC,text,MCHC:,,%,number,,,,[mr3cbc1]='1',,,,,,,Human Subject Data,,
mr3plts,med_rec_v3,CBC,text,Platelets:,,,number,,,,[mr3cbc1]='1',,,,,,,Human Subject Data,,
mr3wbc,med_rec_v3,CBC,text,WBC (Totals),,,number,,,,[mr3cbc1]='1',,,,,,,Human Subject Data,,
mr3neutrph,med_rec_v3,WBC DIFERENCIAL,text,Neutrophils:,,%,number,,,,[mr3cbc1]='1',,,,,,,Human Subject Data,,
mr3lymphs,med_rec_v3,WBC DIFERENCIAL,text,Lymphocytes:,,%,number,,,,[mr3cbc1]='1',,,,,,,Human Subject Data,,
mr3monocts,med_rec_v3,WBC DIFERENCIAL,text,Monocytes:,,%,number,,,,[mr3cbc1]='1',,,,,,,Human Subject Data,,
mr3eosinphs,med_rec_v3,WBC DIFERENCIAL,text,Eosinophils:,,%,number,,,,[mr3cbc1]='1',,,,,,,Human Subject Data,,
mr3basphs,med_rec_v3,WBC DIFERENCIAL,text,Basophils:,,%,number,,,,[mr3cbc1]='1',,,,,,,Human Subject Data,,
mr3bands,med_rec_v3,WBC DIFERENCIAL,text,Bands:,,%,number,,,,[mr3cbc1]='1',,,,,,,Human Subject Data,,
mr3othrlab1,med_rec_v3,WBC DIFERENCIAL,text,Other Test Ordered (1):,,25 characters,,,,,[mr3cbc1]='1',,,,,,,Human Subject Data,,
mr3othrlab2,med_rec_v3,WBC DIFERENCIAL,text,Other Test Ordered (2):,,25 characters,,,,,[mr3cbc1]='1',,,,,,,Human Subject Data,,
mr3ucult,med_rec_v3,URINE CULTURE,radio,Urine Culture:,"0, Not Ordered | 1, Yes",,,,,,,,,,,,,Human Subject Data,,
mr3urineculture,med_rec_v3,URINE CULTURE,text,Urine Culture Date:,,MM-DD-YYYY,date_mdy,,,,[mr3ucult]='1',,,,,,,Human Subject Data,,
mr3resluc,med_rec_v3,URINE CULTURE,radio,Urine Culture Result:,"0, No Growth after 48 hours of incubation | 1, Positive",,,,,,[mr3ucult]='1',,,,,,,Human Subject Data,,
mr3morgm,med_rec_v3,URINE CULTURE,text,Organism Isolated:,,25 characters,,,,,[mr3resluc]='1',,,,,,,Human Subject Data,,
mr3count,med_rec_v3,URINE CULTURE,text,Colony Count (UFC/ml):,,UFC/ml,number,,,,[mr3resluc]='1',,,,,,,Human Subject Data,,
mr3urinalys,med_rec_v3,URINALYSIS,radio,Urinalysis:,"0, Not Reported | 1, Yes",,,,,,,,,,,,,Human Subject Data,,
mr3uadate,med_rec_v3,URINALYSIS,text,Urinalysis Date:,,MM-DD-YYYY,date_mdy,,,,[mr3urinalys]='1',,,,,,,Human Subject Data,,
mr3colr,med_rec_v3,URINALYSIS,text,Color:,,25 characters,,,,,[mr3urinalys]='1',,,,,,,Human Subject Data,,
mr3aspct,med_rec_v3,URINALYSIS,text,Clarity:,,25 characters,,,,,[mr3urinalys]='1',,,,,,,Human Subject Data,,
mr3densd,med_rec_v3,URINALYSIS,text,Specific Gravity:,,,number,,,,[mr3urinalys]='1',,,,,,,Human Subject Data,,
mr3ph,med_rec_v3,URINALYSIS,text,pH:,,,number,,,,[mr3urinalys]='1',,,,,,,Human Subject Data,,
mr3gluc,med_rec_v3,URINALYSIS,text,Glucose:,,10 characters,,,,,[mr3urinalys]='1',,,,,,,Human Subject Data,,
mr3prot,med_rec_v3,URINALYSIS,text,Proteins:,,10 characters,,,,,[mr3urinalys]='1',,,,,,,Human Subject Data,,
mr3blood,med_rec_v3,URINALYSIS,text,Blood:,,10 characters,,,,,[mr3urinalys]='1',,,,,,,Human Subject Data,,
mr3ketbs,med_rec_v3,URINALYSIS,text,Ketones:,,10 characters,,,,,[mr3urinalys]='1',,,,,,,Human Subject Data,,
mr3urobil,med_rec_v3,URINALYSIS,text,Urobilinogen:,,10 characters,,,,,[mr3urinalys]='1',,,,,,,Human Subject Data,,
mr3bil,med_rec_v3,URINALYSIS,text,Bilirubin:,,10 characters,,,,,[mr3urinalys]='1',,,,,,,Human Subject Data,,
mr3casts,med_rec_v3,URINALYSIS,text,Casts:,,10 characters,,,,,[mr3urinalys]='1',,,,,,,Human Subject Data,,
mr3caststype,med_rec_v3,URINALYSIS,text,Cast Type:,,10 characters,,,,,[mr3urinalys]='1',,,,,,,Human Subject Data,,
mr3cil,med_rec_v3,URINALYSIS,text,Cylinders:,,10 characters,,,,,[mr3urinalys]='1',,,,,,,Human Subject Data,,
mr3erits,med_rec_v3,URINALYSIS,text,Erythrocytes:,,10 characters,,,,,[mr3urinalys]='1',,,,,,,Human Subject Data,,
mr3epithcells,med_rec_v3,URINALYSIS,text,Epithelial Cells:,,10 characters,,,,,[mr3urinalys]='1',,,,,,,Human Subject Data,,
mr3cryst,med_rec_v3,URINALYSIS,text,Crystals:,,10 characters,,,,,[mr3urinalys]='1',,,,,,,Human Subject Data,,
mr3bacts,med_rec_v3,URINALYSIS,text,Bacteria's:,,10 characters,,,,,[mr3urinalys]='1',,,,,,,Human Subject Data,,
mr3fungs,med_rec_v3,URINALYSIS,text,Fungi:,,10 characters,,,,,[mr3urinalys]='1',,,,,,,Human Subject Data,,
mr3filmts,med_rec_v3,URINALYSIS,text,Filaments:,,10 characters,,,,,[mr3urinalys]='1',,,,,,,Human Subject Data,,
mr3uaaltns,med_rec_v3,URINALYSIS,radio,Others:,"0, No | 1, Yes",,,,,,[mr3urinalys]='1',,,,,,,Human Subject Data,,
mr3uaothrs,med_rec_v3,URINALYSIS,text,Others (Specify):,,150 characters,,,,,[mr3uaaltns]='1',,,,,,,Human Subject Data,,
date,product_use,unlabelled,text,Today's Date,,MM-DD-YYYY,date_mdy,,,,,,,,,,,Human Subject Data,,
visitid,product_use,unlabelled,radio,Visit,"1, 20-Week | 2, In-Home | 3, 28-Week",,,,,,,,,,,,,Human Subject Data,,
urinetime,product_use,unlabelled,text,Urine Time ,,,time,12:01:00 AM,11:59:00 PM,,,y,,,,,,Human Subject Data,,
puinterviewer,product_use,unlabelled,radio,who completed the questionnaire?,"1, Camille Rivera | 2, Dalitza Ramón | 3, Liza Anzalota | 4, Marilyn Alicea | 5, Janisse Cabrera | 6, Abigail Figueroa | 7, Participant| 8, Another Interviewer",,,,,,,,,,,,,Human Subject Data,,
puotherinterviewer,product_use,unlabelled,text,name of the interviewer,,,,,,,[puinterviewer]='8',,,,,,,Human Subject Data,,
deodor,product_use,Product use,radio,Deodorant ,"1, Yes | 0, No | 888, No Answer | 999, Don't Know",,,,,,,,,,,,,Human Subject Data,,
deodor97,product_use,Product use,text,What is the product brand name?,,35 Letras,,,,,[deodor]='1',,,,,,,Human Subject Data,,
deodorff,product_use,Product use,radio,Is the product fragrance free?,"1, Yes | 0, No | 999, Don't Know",,,,,,[deodor]='1',,,,,,,Human Subject Data,,
hairspray,product_use,Product use,radio,Hair Gel/Spray Hair ,"1, Yes | 0, No | 888, No Answer | 999, Don't Know",,,,,,,,,,,,,Human Subject Data,,
hairspray97,product_use,Product use,text,What is the product brand name?,,35 Letras,,,,,[hairspray]='1',,,,,,,Human Subject Data,,
hairsprayff,product_use,Product use,radio,Is the product fragrance free?,"1, Yes | 0, No | 999, Don't Know",,,,,,[hairspray]='1',,,,,,,Human Subject Data,,
condition,product_use,Product use,radio,Crème Rinse/Conditioner ,"1, Yes | 0, No | 888, No Answer | 999, Don't Know",,,,,,,,,,,,,Human Subject Data,,
condition97,product_use,Product use,text,What is the product brand name?,,35 Letras,,,,,[condition]='1',,,,,,,Human Subject Data,,
conditionff,product_use,Product use,radio,Is the product fragrance free?,"1, Yes | 0, No | 999, Don't Know",,,,,,[condition]='1',,,,,,,Human Subject Data,,
shampoo,product_use,Product use,radio,Shampoo,"1, Yes | 0, No | 888, No Answer | 999, Don't Know",,,,,,,,,,,,,Human Subject Data,,
shampoo97,product_use,Product use,text,What is the product brand name?,,35 Letras,,,,,[shampoo]='1',,,,,,,Human Subject Data,,
shampooff,product_use,Product use,radio,Is the product fragrance free?,"1, Yes | 0, No | 999, Don't Know",,,,,,[shampoo]='1',,,,,,,Human Subject Data,,
otherhair,product_use,Product use,radio,"Other haircare products (e.g. mousse, hair bleach, relaxer, perm)","1, Yes | 0, No | 888, No Answer | 999, Don't Know",,,,,,,,,,,,,Human Subject Data,,
otherhair97,product_use,Product use,text,What is the product brand name?,,35 Letras,,,,,[otherhair]='1',,,,,,,Human Subject Data,,
otherhairff,product_use,Product use,radio,Is the product fragrance free?,"1, Yes | 0, No | 999, Don't Know",,,,,,[otherhair]='1',,,,,,,Human Subject Data,,
otherhair2,product_use,Product use,radio,"Other haircare products (e.g. mousse, hair bleach, relaxer, perm) II","1, Yes | 0, No | 888, No Answer | 999, Don't Know",,,,,,,,,,,,,Human Subject Data,,
otherhair297,product_use,Product use,text,What is the product brand name?,,35 Letras,,,,,[otherhair2]='1',,,,,,,Human Subject Data,,
otherhair2ff,product_use,Product use,radio,Is the product fragrance free?,"1, Yes | 0, No | 999, Don't Know",,,,,,[otherhair2]='1',,,,,,,Human Subject Data,,
otherhair3,product_use,Product use,radio,"other haircare products (e.g. mousse, hair bleach relaxer or perm) III","1, Yes | 0, No | 888, No Answer | 999, Don't Know",,,,,,,,,,,,,Human Subject Data,,
otherhair397,product_use,Product use,text,What is the product brand name?,,35 Letras,,,,,[otherhair3]='1',,,,,,,Human Subject Data,,
otherhair3ff,product_use,Product use,radio,Is the product fragrance free?,"1, Yes | 0, No | 999, Don't Know",,,,,,[otherhair3]='1',,,,,,,Human Subject Data,,
perfume,product_use,Product use,radio,Cologne/Perfume,"1, Yes | 0, No | 888, No Answer | 999, Don't Know",,,,,,,,,,,,,Human Subject Data,,
perfume97,product_use,Product use,text,What is the product brand name?,,35 Letras,,,,,[perfume]='1',,,,,,,Human Subject Data,,
perfumeff,product_use,Product use,radio,Is the product fragrance free?,"1, Yes | 0, No | 999, Don't Know",,,,,,[perfume]='1',,,,,,,Human Subject Data,,
barsoap,product_use,Product use,radio,Bar Soap,"1, Yes | 0, No | 888, No Answer | 999, Don't Know",,,,,,,,,,,,,Human Subject Data,,
barsoap97,product_use,Product use,text,What is the product brand name?,,35 Letras,,,,,[barsoap]='1',,,,,,,Human Subject Data,,
barsoapff,product_use,Product use,radio,Is the product fragrance free?,"1, Yes | 0, No | 999, Don't Know",,,,,,[barsoap]='1',,,,,,,Human Subject Data,,
liqsoap,product_use,Product use,radio,Liquid Soap,"1, Yes | 0, No | 888, No Answer | 999, Don't Know",,,,,,,,,,,,,Human Subject Data,,
liqsoap97,product_use,Product use,text,What is the product brand name?,,35 Letras,,,,,[liqsoap]='1',,,,,,,Human Subject Data,,
liqsoapff,product_use,Product use,radio,Is the product fragrance free?,"1, Yes | 0, No | 999, Don't Know",,,,,,[liqsoap]='1',,,,,,,Human Subject Data,,
lotion,product_use,Product use,radio,Hand/Body Lotion,"1, Yes | 0, No | 888, No Answer | 999, Don't Know",,,,,,,,,,,,,Human Subject Data,,
lotion97,product_use,Product use,text,What is the product brand name?,,35 Letras,,,,,[lotion]='1',,,,,,,Human Subject Data,,
lotionff,product_use,Product use,radio,Is the product fragrance free?,"1, Yes | 0, No | 999, Don't Know",,,,,,[lotion]='1',,,,,,,Human Subject Data,,
shave,product_use,Product use,radio,Shaving Cream,"1, Yes | 0, No | 888, No Answer | 999, Don't Know",,,,,,,,,,,,,Human Subject Data,,
shave97,product_use,Product use,text,What is the product brand name?,,35 Letras,,,,,[shave]='1',,,,,,,Human Subject Data,,
shaveff,product_use,Product use,radio,Is the product fragrance free?,"1, Yes | 0, No | 999, Don't Know",,,,,,[shave]='1',,,,,,,Human Subject Data,,
cosmetic,product_use,Product use,radio,"Colored Cosmetics (e.g. hair dye, foundation, blush, eye shadow, eye liner, mascara) ","1, Yes | 0, No | 888, No Answer | 999, Don't Know",,,,,,,,,,,,,Human Subject Data,,
cosmetic97,product_use,Product use,text,What is the product brand name?,,35 Letras,,,,,[cosmetic]='1',,,,,,,Human Subject Data,,
cosmeticff,product_use,Product use,radio,Is the product fragrance free?,"1, Yes | 0, No | 999, Don't Know",,,,,,[cosmetic]='1',,,,,,,Human Subject Data,,
suntan,product_use,Product use,radio,Suntan Lotion,"1, Yes | 0, No | 888, No Answer | 999, Don't Know",,,,,,,,,,,,,Human Subject Data,,
suntan97,product_use,Product use,text,What is the product brand name?,,35 Letras,,,,,[suntan]='1',,,,,,,Human Subject Data,,
suntanff,product_use,Product use,radio,Is the product fragrance free?,"1, Yes | 0, No | 999, Don't Know",,,,,,[suntan]='1',,,,,,,Human Subject Data,,
npolish,product_use,Product use,radio,Nail Polish,"1, Yes | 0, No | 888, No Answer | 999, Don't Know",,,,,,,,,,,,,Human Subject Data,,
npolish97,product_use,Product use,text,What is the product brand name?,,35 Letras,,,,,[npolish]='1',,,,,,,Human Subject Data,,
npolishff,product_use,Product use,radio,Is the product fragrance free?,"1, Yes | 0, No | 999, Don't Know",,,,,,[npolish]='1',,,,,,,Human Subject Data,,
fpolish,product_use,Product use,radio,Furniture Polish,"1, Yes | 0, No | 888, No Answer | 999, Don't Know",,,,,,,,,,,,,Human Subject Data,,
fpolish97,product_use,Product use,text,What is the product brand name?,,35 Letras,,,,,[fpolish]='1',,,,,,,Human Subject Data,,
fpolishff,product_use,Product use,radio,Is the product fragrance free?,"1, Yes | 0, No | 999, Don't Know",,,,,,[fpolish]='1',,,,,,,Human Subject Data,,
cleaner,product_use,Product use,radio,Cleaners,"1, Yes | 0, No | 888, No Answer | 999, Don't Know",,,,,,,,,,,,,Human Subject Data,,
cleaner97,product_use,Product use,text,What is the product brand name?,,35 Letras,,,,,[cleaner]='1',,,,,,,Human Subject Data,,
cleanerff,product_use,Product use,radio,Is the product fragrance free?,"1, Yes | 0, No | 999, Don't Know",,,,,,[cleaner]='1',,,,,,,Human Subject Data,,
floorwax,product_use,Product use,radio,Floor Wax,"1, Yes | 0, No | 888, No Answer | 999, Don't Know",,,,,,,,,,,,,Human Subject Data,,
floorwax97,product_use,Product use,text,What is the product brand name?,,35 Letras,,,,,[floorwax]='1',,,,,,,Human Subject Data,,
floorwaxff,product_use,Product use,radio,Is the product fragrance free?,"1, Yes | 0, No | 999, Don't Know",,,,,,[floorwax]='1',,,,,,,Human Subject Data,,
fabsoft,product_use,Product use,radio,Fabric Softener,"1, Yes | 0, No | 888, No Answer | 999, Don't Know",,,,,,,,,,,,,Human Subject Data,,
fabsoft97,product_use,Product use,text,What is the product brand name?,,35 Letras,,,,,[fabsoft]='1',,,,,,,Human Subject Data,,
fabsoftff,product_use,Product use,radio,Is the product fragrance free?,"1, Yes | 0, No | 999, Don't Know",,,,,,[fabsoft]='1',,,,,,,Human Subject Data,,
detergent,product_use,Product use,radio,Laundry Detergent,"1, Yes | 0, No | 888, No Answer | 999, Don't Know",,,,,,,,,,,,,Human Subject Data,,
detergent97,product_use,Product use,text,What is the product brand name?,,35 Letras,,,,,[detergent]='1',,,,,,,Human Subject Data,,
detergentff,product_use,Product use,radio,Is the product fragrance free?,"1, Yes | 0, No | 999, Don't Know",,,,,,[detergent]='1',,,,,,,Human Subject Data,,
starch,product_use,Product use,radio,Laundry Starch,"1, Yes | 0, No | 888, No Answer | 999, Don't Know",,,,,,,,,,,,,Human Subject Data,,
starch97,product_use,Product use,text,What is the product brand name?,,35 Letras,,,,,[starch]='1',,,,,,,Human Subject Data,,
starchff,product_use,Product use,radio,Is the product fragrance free?,"1, Yes | 0, No | 999, Don't Know",,,,,,[starch]='1',,,,,,,Human Subject Data,,
vinylglov,product_use,Product use,radio,Vinyl Gloves/Boots,"1, Yes | 0, No",,,,,,,,,,,,,Human Subject Data,,
vinylcoat,product_use,Product use,radio,Vinyl Raincoat,"1, Yes | 0, No",,,,,,,,,,,,,Human Subject Data,,
vinylcurtain,product_use,Product use,radio,Vinyl Shower Curtain ,"1, Yes | 0, No",,,,,,,,,,,,,Human Subject Data,,
paint,product_use,Product use,radio,Paint,"1, Yes | 0, No",,,,,,,,,,,,,Human Subject Data,,
solvent,product_use,Product use,radio,Solvents,"1, Yes | 0, No",,,,,,,,,,,,,Human Subject Data,,
carwax,product_use,Product use,radio,Car Wax/Armor all,"1, Yes | 0, No",,,,,,,,,,,,,Human Subject Data,,
pestuse,product_use,Product use,radio,Pesticides (Home or Lawn) ,"1, Yes | 0, No",,,,,,,,,,,,,Human Subject Data,,
petgroom,product_use,Product use,radio,Pet Grooming Products,"1, Yes | 0, No",,,,,,,,,,,,,Human Subject Data,,
petflea,product_use,Product use,radio,Pet Flea and Tick Prevention Applications,"1, Yes | 0, No",,,,,,,,,,,,,Human Subject Data,,
petspray,product_use,Product use,radio,Pet Flea / Tick Spray,"1, Yes | 0, No",,,,,,,,,,,,,Human Subject Data,,
claritin,product_use,Product use,radio,Claritin or Claritin D,"1, Yes | 0, No",,,,,,,,,,,,,Human Subject Data,,
zyrtec,product_use,Product use,radio,Zyrtec or Allegra,"1, Yes | 0, No",,,,,,,,,,,,,Human Subject Data,,
vitamin,product_use,Product use,radio,Vitamins ,"1, Yes | 0, No",,,,,,,,,,,,,Human Subject Data,,
herbsupp,product_use,Product use,radio,Herbal Supplements,"1, Yes | 0, No",,,,,,,,,,,,,Human Subject Data,,
creatinine,product_use,Product use,radio,Creatine Supplements,"1, Yes | 0, No",,,,,,,,,,,,,Human Subject Data,,
protein,product_use,Product use,radio,Protein Supplements,"1, Yes | 0, No",,,,,,,,,,,,,Human Subject Data,,
diuretic,product_use,Product use,radio,Fluid Pills (Diuretics),"1, Yes | 0, No",,,,,,,,,,,,,Human Subject Data,,
insulin,product_use,Product use,radio,Insulin,"1, Yes | 0, No",,,,,,,,,,,,,Human Subject Data,,
mouthwash,product_use,Product use,radio,Mouthwash,"1, Yes | 0, No",,,,,,,,,,,,,Human Subject Data,,
ffproducts,product_use,Product use,radio,Do you use fragrance-free products?,"1, Always | 2, Sometimes | 3, Rarely",,,,,,,,,,,,,Human Subject Data,,
smoke48hrs,product_use,Product use,radio,"In the last 24 hours, did you smoke?","1, Yes | 0, No",,,,,,,,,,,,,Human Subject Data,,
timesmoke,product_use,Product use,text,Time last smoked?,,Hora Militar (hh:mm) (1:00pm = 13:00),time,12:01:00 AM,11:59:00 PM,,[smoke48hrs]='1',,,,,,,Human Subject Data,,
passsmoke48,product_use,Product use,radio,"In the last 24 hours, were you exposed to ETS? (environmental tobacco smoke or passive smoke)","1, Yes | 0, No",,,,,,,,,,,,,Human Subject Data,,
surgery,product_use,Product use,radio,"Have you had any surgery, IV or blood transfusion last urine collection?","1, Yes | 0, No",,,,,,,,,,,,,Human Subject Data,,
surgery97,product_use,Product use,text,Specify,,,,,,,[surgery]='1',,,,,,,Human Subject Data,,
surgerydate,product_use,Product use,text,Date,,MM-DD-YYYY,date_mdy,,,,[surgery]='1',,,,,,,Human Subject Data,,
bugs,product_use,Product use,radio,"Are ants, roaches, or other bugs a common nuisance in your home?","1, Yes | 0, No | 999, Don't Know",,,,,,,,,,,,,Human Subject Data,,
peststore,product_use,Product use,radio,Do you currently have pesticides stored in your home?,"1, Yes | 0, No | 999, Don't Know",,,,,,,,,,,,,Human Subject Data,,
pestappin,product_use,Product use,radio,Have you applied pesticides inside of your home?,"1, Yes | 0, No | 999, Don't Know",,,,,,,,,,,,,Human Subject Data,,
pestappindate,product_use,Product use,text,"If Yes, date last applied",,MM-DD-YYYY,date_mdy,,,,[pestappin]='1',,,,,,,Human Subject Data,,
pestcomp,product_use,Product use,radio,Is your home treated for insect pests by a commercial pest control company?,"1, Yes | 0, No | 999, Don't Know",,,,,,,,,,,,,Human Subject Data,,
pestcompdate,product_use,Product use,text,"If Yes, date last applied",,MM-DD-YYYY,date_mdy,,,,[pestcomp]='1',,,,,,,Human Subject Data,,
pestappout,product_use,Product use,radio,Have you applied pesticides on your lawn or garden or other outdoor location ?,"1, Yes | 0, No | 999, Don't Know",,,,,,,,,,,,,Human Subject Data,,
pestappoutdate,product_use,Product use,text,"If Yes, date last applied",,MM-DD-YYYY,date_mdy,,,,[pestappout]='1',,,,,,,Human Subject Data,,
pestappname,product_use,Product use,text,Product name,,,,,,,[pestappout]='1',,,,,,,Human Subject Data,,
apples,product_use,Food Consumption,radio,Apples (raw),"1, Yes | 0, No",,,,,,,,,,,,,Human Subject Data,,
strawberries,product_use,Food Consumption,radio,Strawberries (raw),"1, Yes | 0, No",,,,,,,,,,,,,Human Subject Data,,
wine,product_use,Food Consumption,radio,Wine (red/white),"1, Yes | 0, No",,,,,,,,,,,,,Human Subject Data,,
grapes,product_use,Food Consumption,radio,Grapes (raw),"1, Yes | 0, No",,,,,,,,,,,,,Human Subject Data,,
juicegrapes,product_use,Food Consumption,radio,Grapes juice,"1, Yes | 0, No",,,,,,,,,,,,,Human Subject Data,,
peanuts,product_use,Food Consumption,radio,Peanuts (raw),"1, Yes | 0, No",,,,,,,,,,,,,Human Subject Data,,
pb,product_use,Food Consumption,radio,Peanut butter,"1, Yes | 0, No",,,,,,,,,,,,,Human Subject Data,,
canfoods,product_use,Food Consumption,radio,"Canned fruits, vegetables or meat","1, Yes | 0, No",,,,,,,,,,,,,Human Subject Data,,
spinach,product_use,Food Consumption,radio,Spinach (fresh/ frozen),"1, Yes | 0, No",,,,,,,,,,,,,Human Subject Data,,
tomatoes,product_use,Food Consumption,radio,Tomatoes (raw),"1, Yes | 0, No",,,,,,,,,,,,,Human Subject Data,,
cherries,product_use,Food Consumption,radio,Cherries (raw),"1, Yes | 0, No",,,,,,,,,,,,,Human Subject Data,,
raisins,product_use,Food Consumption,radio,Raisins (raw),"1, Yes | 0, No",,,,,,,,,,,,,Human Subject Data,,
bsprouts,product_use,Food Consumption,radio,Brussel sprouts,"1, Yes | 0, No",,,,,,,,,,,,,Human Subject Data,,
collards,product_use,Food Consumption,radio,Collards,"1, Yes | 0, No",,,,,,,,,,,,,Human Subject Data,,
celery,product_use,Food Consumption,radio,Celery,"1, Yes | 0, No",,,,,,,,,,,,,Human Subject Data,,
plastic,product_use,Food Consumption,radio,Foods/drinks in plastic container or wrapping heated in microwave,"1, Yes | 0, No",,,,,,,,,,,,,Human Subject Data,,
milk,product_use,Food Consumption,radio,Milk,"1, Yes | 0, No",,,,,,,,,,,,,Human Subject Data,,
milkfat,product_use,Food Consumption,radio,Fat Content,"1, Regular Fat | 2, Low Fat | 3, No Fat",,,,,,[milk]='1',,,,,,,Human Subject Data,,
