Variable / Field Name,Form Name,Section Header,VisitID,Field Type,Field Label,"Choices, Calculations, OR Slider Labels",Field Note,Text Validation Type OR Show Slider Number,Text Validation Min,Text Validation Max,Identifier?,Branching Logic (Show field only if...),Required Field?,Custom Alignment,Question Number (surveys only),Matrix Group Name,Matrix Ranking?,Field Annotation,Type
fc_edc_13,edd_confirmation,Current Scan (Ultrasound),,text,EDD:,,MM-DD-YYYY,date_mdy,,,y,[fc_otherusnum_12] = '1',,,,,,,Human Subject Data
fc_hfr_13,edd_confirmation,Current Scan (Ultrasound),,text,Fetal Heart Rate (FHR):,,Beats per minute,integer,,,,[fc_otherusnum_12] = '1',,,,,,,Human Subject Data
fc_gestagesonow_13,edd_confirmation,Current Scan (Ultrasound),,text,Gestational Age (Weeks):,,Weeks,,,,,[fc_otherusnum_12] = '1',,,,,,,Human Subject Data
fc_gestagesonod_13,edd_confirmation,Current Scan (Ultrasound),,text,Gestational Age (Days):,,Days,,,,,[fc_otherusnum_12] = '1',,,,,,,Human Subject Data
fc_otherusnum_13,edd_confirmation,Current Scan (Ultrasound),,radio,Other Prenatal Visita?,"1, Yes | 0, No",,,,,,[fc_otherusnum_12] = '1',,,,,,,Human Subject Data
fc_ultrasonum_14,edd_confirmation,Current Scan (Ultrasound),,text,Ultrasound Number:,,2 digits,integer,,,,[fc_otherusnum_13] = '1',,,,,,,Human Subject Data
fc_date_14,edd_confirmation,Current Scan (Ultrasound),,text,Date:,,MM-DD-YYYY,date_mdy,,,y,[fc_otherusnum_13] = '1',,,,,,,Human Subject Data
fc_edc_14,edd_confirmation,Current Scan (Ultrasound),,text,EDD:,,MM-DD-YYYY,date_mdy,,,y,[fc_otherusnum_13] = '1',,,,,,,Human Subject Data
fc_hfr_14,edd_confirmation,Current Scan (Ultrasound),,text,Fetal Heart Rate (FHR):,,Beats per minute,integer,,,,[fc_otherusnum_13] = '1',,,,,,,Human Subject Data
fc_gestagesonow_14,edd_confirmation,Current Scan (Ultrasound),,text,Gestational Age (Weeks):,,Weeks,,,,,[fc_otherusnum_13] = '1',,,,,,,Human Subject Data
fc_gestagesonod_14,edd_confirmation,Current Scan (Ultrasound),,text,Gestational Age (Days):,,Days,,,,,[fc_otherusnum_13] = '1',,,,,,,Human Subject Data
fc_otherusnum_14,edd_confirmation,Current Scan (Ultrasound),,radio,Other Prenatal Visita?,"1, Yes | 0, No",,,,,,[fc_otherusnum_13] = '1',,,,,,,Human Subject Data
fc_ultrasonum_15,edd_confirmation,Current Scan (Ultrasound),,text,Ultrasound Number:,,2 digits,integer,,,,[fc_otherusnum_14] = '1',,,,,,,Human Subject Data
fc_date_15,edd_confirmation,Current Scan (Ultrasound),,text,Date:,,MM-DD-YYYY,date_mdy,,,y,[fc_otherusnum_14] = '1',,,,,,,Human Subject Data
fc_edc_15,edd_confirmation,Current Scan (Ultrasound),,text,EDD:,,MM-DD-YYYY,date_mdy,,,y,[fc_otherusnum_14] = '1',,,,,,,Human Subject Data
fc_hfr_15,edd_confirmation,Current Scan (Ultrasound),,text,Fetal Heart Rate (FHR):,,Beats per minute,integer,,,,[fc_otherusnum_14] = '1',,,,,,,Human Subject Data
fc_gestagesonow_15,edd_confirmation,Current Scan (Ultrasound),,text,Gestational Age (Weeks):,,Weeks,,,,,[fc_otherusnum_14] = '1',,,,,,,Human Subject Data
fc_gestagesonod_15,edd_confirmation,Current Scan (Ultrasound),,text,Gestational Age (Days):,,Days,,,,,[fc_otherusnum_14] = '1',,,,,,,Human Subject Data
fc_otherusnum_15,edd_confirmation,Current Scan (Ultrasound),,radio,Other Prenatal Visita?,"1, Yes | 0, No",,,,,,[fc_otherusnum_14] = '1',,,,,,,Human Subject Data
fc_ultrasonum_16,edd_confirmation,Current Scan (Ultrasound),,text,Ultrasound Number:,,,,,,,[fc_otherusnum_15] = '1',,,,,,,Human Subject Data
fc_date_16,edd_confirmation,Current Scan (Ultrasound),,text,Date:,,MM-DD-YYYY,date_mdy,,,y,[fc_otherusnum_15] = '1',,,,,,,Human Subject Data
fc_edc_16,edd_confirmation,Current Scan (Ultrasound),,text,EDD:,,MM-DD-YYYY,date_mdy,,,y,[fc_otherusnum_15] = '1',,,,,,,Human Subject Data
fc_hfr_16,edd_confirmation,Current Scan (Ultrasound),,text,Fetal Heart Rate (FHR):,,Beats per minute,integer,,,,[fc_otherusnum_15] = '1',,,,,,,Human Subject Data
fc_gestagesonow_16,edd_confirmation,Current Scan (Ultrasound),,text,Gestational Age (Weeks):,,Weeks,,,,,[fc_otherusnum_15] = '1',,,,,,,Human Subject Data
fc_gestagesonod_16,edd_confirmation,Current Scan (Ultrasound),,text,Gestational Age (Days):,,Days,,,,,[fc_otherusnum_15] = '1',,,,,,,Human Subject Data
fc_otherusnum_16,edd_confirmation,Current Scan (Ultrasound),,radio,Other ultrasound summary report:,"1, Yes | 0, No",,,,,,[fc_otherusnum_15] = '1',,,,,,,Human Subject Data
fc_ultrasonum_17,edd_confirmation,Current Scan (Ultrasound),,text,Ultrasound Number:,,2 digits,integer,,,,[fc_otherusnum_16] = '1',,,,,,,Human Subject Data
fc_date_17,edd_confirmation,Current Scan (Ultrasound),,text,Date:,,MM-DD-YYYY,date_mdy,,,y,[fc_otherusnum_16] = '1',,,,,,,Human Subject Data
fc_edc_17,edd_confirmation,Current Scan (Ultrasound),,text,EDD:,,MM-DD-YYYY,date_mdy,,,y,[fc_otherusnum_16] = '1',,,,,,,Human Subject Data
fc_hfr_17,edd_confirmation,Current Scan (Ultrasound),,text,Fetal Heart Rate (FHR):,,Beats per minute,integer,,,,[fc_otherusnum_16] = '1',,,,,,,Human Subject Data
fc_gestagesonow_17,edd_confirmation,Current Scan (Ultrasound),,text,Gestational Age (Weeks):,,Weeks,,,,,[fc_otherusnum_16] = '1',,,,,,,Human Subject Data
fc_gestagesonod_17,edd_confirmation,Current Scan (Ultrasound),,text,Gestational Age (Days):,,Days,,,,,[fc_otherusnum_16] = '1',,,,,,,Human Subject Data
fc_otherusnum_17,edd_confirmation,Current Scan (Ultrasound),,radio,Other ultrasound summary report:,"1, Yes | 0, No",,,,,,[fc_otherusnum_16] = '1',,,,,,,Human Subject Data
fc_ultrasonum_18,edd_confirmation,Current Scan (Ultrasound),,text,Ultrasound Number:,,2 digits,integer,,,,[fc_otherusnum_17] = '1',,,,,,,Human Subject Data
fc_date_18,edd_confirmation,Current Scan (Ultrasound),,text,Date:,,MM-DD-YYYY,date_mdy,,,y,[fc_otherusnum_17] = '1',,,,,,,Human Subject Data
fc_edc_18,edd_confirmation,Current Scan (Ultrasound),,text,EDD:,,MM-DD-YYYY,date_mdy,,,y,[fc_otherusnum_17] = '1',,,,,,,Human Subject Data
fc_hfr_18,edd_confirmation,Current Scan (Ultrasound),,text,Fetal Heart Rate (FHR):,,Beats per minute,integer,,,,[fc_otherusnum_17] = '1',,,,,,,Human Subject Data
fc_gestagesonow_18,edd_confirmation,Current Scan (Ultrasound),,text,Gestational Age (Weeks):,,Weeks,,,,,[fc_otherusnum_17] = '1',,,,,,,Human Subject Data
fc_gestagesonod_18,edd_confirmation,Current Scan (Ultrasound),,text,Gestational Age (Days):,,Days,,,,,[fc_otherusnum_17] = '1',,,,,,,Human Subject Data
fc_otherusnum_18,edd_confirmation,Current Scan (Ultrasound),,radio,Other ultrasound summary report:,"1, Yes | 0, No",,,,,,[fc_otherusnum_17] = '1',,,,,,,Human Subject Data
fc_ultrasonum_19,edd_confirmation,Current Scan (Ultrasound),,text,Ultrasound Number:,,2 digits,integer,,,,[fc_otherusnum_18] = '1',,,,,,,Human Subject Data
fc_date_19,edd_confirmation,Current Scan (Ultrasound),,text,Date:,,MM-DD-YYYY,date_mdy,,,y,[fc_otherusnum_18] = '1',,,,,,,Human Subject Data
fc_edc_19,edd_confirmation,Current Scan (Ultrasound),,text,EDD:,,MM-DD-YYYY,date_mdy,,,y,[fc_otherusnum_18] = '1',,,,,,,Human Subject Data
fc_hfr_19,edd_confirmation,Current Scan (Ultrasound),,text,Fetal Heart Rate (FHR):,,Beats per minute,integer,,,,[fc_otherusnum_18] = '1',,,,,,,Human Subject Data
fc_gestagesonow_19,edd_confirmation,Current Scan (Ultrasound),,text,Gestational Age (Weeks):,,Weeks,,,,,[fc_otherusnum_18] = '1',,,,,,,Human Subject Data
fc_gestagesonod_19,edd_confirmation,Current Scan (Ultrasound),,text,Gestational Age (Days):,,Days,,,,,[fc_otherusnum_18] = '1',,,,,,,Human Subject Data
fc_otherusnum_19,edd_confirmation,Current Scan (Ultrasound),,radio,Other ultrasound summary report:,"1, Yes | 0, No",,,,,,[fc_otherusnum_18] = '1',,,,,,,Human Subject Data
fc_ultrasonum_20,edd_confirmation,Current Scan (Ultrasound),,text,Ultrasound Number:,,2 digits,integer,,,,[fc_otherusnum_19] = '1',,,,,,,Human Subject Data
fc_date_20,edd_confirmation,Current Scan (Ultrasound),,text,Date:,,MM-DD-YYYY,date_mdy,,,y,[fc_otherusnum_19] = '1',,,,,,,Human Subject Data
fc_edc_20,edd_confirmation,Current Scan (Ultrasound),,text,EDD:,,MM-DD-YYYY,date_mdy,,,y,[fc_otherusnum_19] = '1',,,,,,,Human Subject Data
fc_hfr_20,edd_confirmation,Current Scan (Ultrasound),,text,Fetal Heart Rate (FHR):,,Beats per minute,integer,,,,[fc_otherusnum_19] = '1',,,,,,,Human Subject Data
fc_gestagesonow_20,edd_confirmation,Current Scan (Ultrasound),,text,Gestational Age (Weeks):,,Weeks,,,,,[fc_otherusnum_19] = '1',,,,,,,Human Subject Data
fc_gestagesonod_20,edd_confirmation,Current Scan (Ultrasound),,text,Gestational Age (Days):,,Days,,,,,[fc_otherusnum_19] = '1',,,,,,,Human Subject Data
fc_otherusnum_20,edd_confirmation,Current Scan (Ultrasound),,radio,Other ultrasound summary report:,"1, Yes | 0, No",,,,,,[fc_otherusnum_19] = '1',,,,,,,Human Subject Data
fc_ultrasonum_21,edd_confirmation,Current Scan (Ultrasound),,text,Ultrasound Number:,,2 digits,integer,,,,[fc_otherusnum_20] = '1',,,,,,,Human Subject Data
fc_date_21,edd_confirmation,Current Scan (Ultrasound),,text,Date:,,MM-DD-YYYY,date_mdy,,,y,[fc_otherusnum_20] = '1',,,,,,,Human Subject Data
fc_edc_21,edd_confirmation,Current Scan (Ultrasound),,text,EDD:,,MM-DD-YYYY,date_mdy,,,y,[fc_otherusnum_20] = '1',,,,,,,Human Subject Data
fc_hfr_21,edd_confirmation,Current Scan (Ultrasound),,text,Fetal Heart Rate (FHR):,,Beats per minute,integer,,,,[fc_otherusnum_20] = '1',,,,,,,Human Subject Data
fc_gestagesonow_21,edd_confirmation,Current Scan (Ultrasound),,text,Gestational Age (Weeks):,,Weeks,,,,,[fc_otherusnum_20] = '1',,,,,,,Human Subject Data
fc_gestagesonod_21,edd_confirmation,Current Scan (Ultrasound),,text,Gestational Age (Days):,,Days,,,,,[fc_otherusnum_20] = '1',,,,,,,Human Subject Data
fc_otherusnum_21,edd_confirmation,Current Scan (Ultrasound),,radio,Other ultrasound summary report:,"1, Yes | 0, No",,,,,,[fc_otherusnum_20] = '1',,,,,,,Human Subject Data
fc_ultrasonum_22,edd_confirmation,Current Scan (Ultrasound),,text,Ultrasound Number:,,2 digits,integer,,,,[fc_otherusnum_21] = '1',,,,,,,Human Subject Data
fc_date_22,edd_confirmation,Current Scan (Ultrasound),,text,Date:,,MM-DD-YYYY,date_mdy,,,y,[fc_otherusnum_21] = '1',,,,,,,Human Subject Data
fc_edc_22,edd_confirmation,Current Scan (Ultrasound),,text,EDD:,,MM-DD-YYYY,date_mdy,,,y,[fc_otherusnum_21] = '1',,,,,,,Human Subject Data
fc_hfr_22,edd_confirmation,Current Scan (Ultrasound),,text,Fetal Heart Rate (FHR):,,Beats per minute,integer,,,,[fc_otherusnum_21] = '1',,,,,,,Human Subject Data
fc_gestagesonow_22,edd_confirmation,Current Scan (Ultrasound),,text,Gestational Age (Weeks):,,Weeks,,,,,[fc_otherusnum_21] = '1',,,,,,,Human Subject Data
fc_gestagesonod_22,edd_confirmation,Current Scan (Ultrasound),,text,Gestational Age (Days):,,Days,,,,,[fc_otherusnum_21] = '1',,,,,,,Human Subject Data
fc_otherusnum_22,edd_confirmation,Current Scan (Ultrasound),,radio,Other ultrasound summary report:,"1, Yes | 0, No",,,,,,[fc_otherusnum_21] = '1',,,,,,,Human Subject Data
fc_ultrasonum_23,edd_confirmation,Current Scan (Ultrasound),,text,Ultrasound Number:,,2 digits,integer,,,,[fc_otherusnum_22] = '1',,,,,,,Human Subject Data
fc_date_23,edd_confirmation,Current Scan (Ultrasound),,text,Date:,,MM-DD-YYYY,date_mdy,,,y,[fc_otherusnum_22] = '1',,,,,,,Human Subject Data
fc_edc_23,edd_confirmation,Current Scan (Ultrasound),,text,EDD:,,MM-DD-YYYY,date_mdy,,,y,[fc_otherusnum_22] = '1',,,,,,,Human Subject Data
fc_hfr_23,edd_confirmation,Current Scan (Ultrasound),,text,Fetal Heart Rate (FHR):,,Beats per minute,integer,,,,[fc_otherusnum_22] = '1',,,,,,,Human Subject Data
fc_gestagesonow_23,edd_confirmation,Current Scan (Ultrasound),,text,Gestational Age (Weeks):,,Weeks,,,,,[fc_otherusnum_22] = '1',,,,,,,Human Subject Data
fc_gestagesonod_23,edd_confirmation,Current Scan (Ultrasound),,text,Gestational Age (Days):,,Days,,,,,[fc_otherusnum_22] = '1',,,,,,,Human Subject Data
fc_otherusnum_23,edd_confirmation,Current Scan (Ultrasound),,radio,Other ultrasound summary report:,"1, Yes | 0, No",,,,,,[fc_otherusnum_22] = '1',,,,,,,Human Subject Data
fc_ultrasonum_24,edd_confirmation,Current Scan (Ultrasound),,text,Ultrasound Number:,,2 digits,integer,,,,[fc_otherusnum_23] = '1',,,,,,,Human Subject Data
fc_date_24,edd_confirmation,Current Scan (Ultrasound),,text,Date:,,MM-DD-YYYY,date_mdy,,,y,[fc_otherusnum_23] = '1',,,,,,,Human Subject Data
fc_edc_24,edd_confirmation,Current Scan (Ultrasound),,text,EDD:,,MM-DD-YYYY,date_mdy,,,y,[fc_otherusnum_23] = '1',,,,,,,Human Subject Data
fc_hfr_24,edd_confirmation,Current Scan (Ultrasound),,text,Fetal Heart Rate (FHR):,,Beats per minute,integer,,,,[fc_otherusnum_23] = '1',,,,,,,Human Subject Data
fc_gestagesonow_24,edd_confirmation,Current Scan (Ultrasound),,text,Gestational Age (Weeks):,,Weeks,,,,,[fc_otherusnum_23] = '1',,,,,,,Human Subject Data
fc_gestagesonod_24,edd_confirmation,Current Scan (Ultrasound),,text,Gestational Age (Days):,,Days,,,,,[fc_otherusnum_23] = '1',,,,,,,Human Subject Data
fc_otherusnum_24,edd_confirmation,Current Scan (Ultrasound),,radio,Other ultrasound summary report:,"1, Yes | 0, No",,,,,,[fc_otherusnum_23] = '1',,,,,,,Human Subject Data
fc_ultrasonum_25,edd_confirmation,Current Scan (Ultrasound),,text,Ultrasound Number:,,2 digits,integer,,,,[fc_otherusnum_24] = '1',,,,,,,Human Subject Data
fc_date_25,edd_confirmation,Current Scan (Ultrasound),,text,Date:,,MM-DD-YYYY,date_mdy,,,y,[fc_otherusnum_24] = '1',,,,,,,Human Subject Data
fc_edc_25,edd_confirmation,Current Scan (Ultrasound),,text,EDD:,,MM-DD-YYYY,date_mdy,,,y,[fc_otherusnum_24] = '1',,,,,,,Human Subject Data
fc_hfr_25,edd_confirmation,Current Scan (Ultrasound),,text,Fetal Heart Rate (FHR):,,Beats per minute,integer,,,,[fc_otherusnum_24] = '1',,,,,,,Human Subject Data
fc_gestagesonow_25,edd_confirmation,Current Scan (Ultrasound),,text,Gestational Age (Weeks):,,Weeks,,,,,[fc_otherusnum_24] = '1',,,,,,,Human Subject Data
fc_gestagesonod_25,edd_confirmation,Current Scan (Ultrasound),,text,Gestational Age (Days):,,Days,,,,,[fc_otherusnum_24] = '1',,,,,,,Human Subject Data
fc_otherusnum_25,edd_confirmation,Current Scan (Ultrasound),,radio,Other ultrasound summary report:,"1, Yes | 0, No",,,,,,[fc_otherusnum_24] = '1',,,,,,,Human Subject Data
fc_ultrasonum_26,edd_confirmation,Current Scan (Ultrasound),,text,Ultrasound Number:,,2 digits,integer,,,,[fc_otherusnum_25] = '1',,,,,,,Human Subject Data
fc_date_26,edd_confirmation,Current Scan (Ultrasound),,text,Date:,,MM-DD-YYYY,date_mdy,,,y,[fc_otherusnum_25] = '1',,,,,,,Human Subject Data
fc_edc_26,edd_confirmation,Current Scan (Ultrasound),,text,EDD:,,MM-DD-YYYY,date_mdy,,,y,[fc_otherusnum_25] = '1',,,,,,,Human Subject Data
fc_hfr_26,edd_confirmation,Current Scan (Ultrasound),,text,Fetal Heart Rate (FHR):,,Beats per minute,integer,,,,[fc_otherusnum_25] = '1',,,,,,,Human Subject Data
fc_gestagesonow_26,edd_confirmation,Current Scan (Ultrasound),,text,Gestational Age (Weeks):,,Weeks,,,,,[fc_otherusnum_25] = '1',,,,,,,Human Subject Data
fc_gestagesonod_26,edd_confirmation,Current Scan (Ultrasound),,text,Gestational Age (Days):,,Days,,,,,[fc_otherusnum_25] = '1',,,,,,,Human Subject Data
fc_otherusnum_26,edd_confirmation,Current Scan (Ultrasound),,radio,Other ultrasound summary report:,"1, Yes | 0, No",,,,,,[fc_otherusnum_25] = '1',,,,,,,Human Subject Data
fc_ultrasonum_27,edd_confirmation,Current Scan (Ultrasound),,text,Ultrasound Number:,,2 digits,integer,,,,[fc_otherusnum_26] = '1',,,,,,,Human Subject Data
fc_date_27,edd_confirmation,Current Scan (Ultrasound),,text,Date:,,MM-DD-YYYY,date_mdy,,,y,[fc_otherusnum_26] = '1',,,,,,,Human Subject Data
fc_edc_27,edd_confirmation,Current Scan (Ultrasound),,text,EDD:,,MM-DD-YYYY,date_mdy,,,y,[fc_otherusnum_26] = '1',,,,,,,Human Subject Data
fc_hfr_27,edd_confirmation,Current Scan (Ultrasound),,text,Fetal Heart Rate (FHR):,,Beats per minute,integer,,,,[fc_otherusnum_26] = '1',,,,,,,Human Subject Data
fc_gestagesonow_27,edd_confirmation,Current Scan (Ultrasound),,text,Gestational Age (Weeks):,,Weeks,,,,,[fc_otherusnum_26] = '1',,,,,,,Human Subject Data
fc_gestagesonod_27,edd_confirmation,Current Scan (Ultrasound),,text,Gestational Age (Days):,,Days,,,,,[fc_otherusnum_26] = '1',,,,,,,Human Subject Data
fc_otherusnum_27,edd_confirmation,Current Scan (Ultrasound),,radio,Other ultrasound summary report:,"1, Yes | 0, No",,,,,,[fc_otherusnum_26] = '1',,,,,,,Human Subject Data
fc_ultrasonum_28,edd_confirmation,Current Scan (Ultrasound),,text,Ultrasound Number:,,2 digits,integer,,,,[fc_otherusnum_27] = '1',,,,,,,Human Subject Data
fc_date_28,edd_confirmation,Current Scan (Ultrasound),,text,Date:,,MM-DD-YYYY,date_mdy,,,y,[fc_otherusnum_27] = '1',,,,,,,Human Subject Data
fc_edc_28,edd_confirmation,Current Scan (Ultrasound),,text,EDD:,,MM-DD-YYYY,date_mdy,,,y,[fc_otherusnum_27] = '1',,,,,,,Human Subject Data
fc_hfr_28,edd_confirmation,Current Scan (Ultrasound),,text,Fetal Heart Rate (FHR):,,Beats per minute,integer,,,,[fc_otherusnum_27] = '1',,,,,,,Human Subject Data
fc_gestagesonow_28,edd_confirmation,Current Scan (Ultrasound),,text,Gestational Age (Weeks):,,Weeks,,,,,[fc_otherusnum_27] = '1',,,,,,,Human Subject Data
fc_gestagesonod_28,edd_confirmation,Current Scan (Ultrasound),,text,Gestational Age (Days):,,Days,,,,,[fc_otherusnum_27] = '1',,,,,,,Human Subject Data
fc_otherusnum_28,edd_confirmation,Current Scan (Ultrasound),,radio,Other ultrasound summary report:,"1, Yes | 0, No",,,,,,[fc_otherusnum_27] = '1',,,,,,,Human Subject Data
fc_ultrasonum_29,edd_confirmation,Current Scan (Ultrasound),,text,Ultrasound Number:,,2 digits,integer,,,,[fc_otherusnum_28] = '1',,,,,,,Human Subject Data
fc_date_29,edd_confirmation,Current Scan (Ultrasound),,text,Date:,,MM-DD-YYYY,date_mdy,,,y,[fc_otherusnum_28] = '1',,,,,,,Human Subject Data
fc_edc_29,edd_confirmation,Current Scan (Ultrasound),,text,EDD:,,MM-DD-YYYY,date_mdy,,,y,[fc_otherusnum_28] = '1',,,,,,,Human Subject Data
fc_hfr_29,edd_confirmation,Current Scan (Ultrasound),,text,Fetal Heart Rate (FHR):,,Beats per minute,integer,,,,[fc_otherusnum_28] = '1',,,,,,,Human Subject Data
fc_gestagesonow_29,edd_confirmation,Current Scan (Ultrasound),,text,Gestational Age (Weeks):,,Weeks,,,,,[fc_otherusnum_28] = '1',,,,,,,Human Subject Data
fc_gestagesonod_29,edd_confirmation,Current Scan (Ultrasound),,text,Gestational Age (Days):,,Days,,,,,[fc_otherusnum_28] = '1',,,,,,,Human Subject Data
fc_otherusnum_29,edd_confirmation,Current Scan (Ultrasound),,radio,Other ultrasound summary report:,"1, Yes | 0, No",,,,,,[fc_otherusnum_28] = '1',,,,,,,Human Subject Data
fc_ultrasonum_30,edd_confirmation,Current Scan (Ultrasound),,text,Ultrasound Number:,,2 digits,integer,,,,[fc_otherusnum_29] = '1',,,,,,,Human Subject Data
fc_date_30,edd_confirmation,Current Scan (Ultrasound),,text,Date:,,MM-DD-YYYY,date_mdy,,,y,[fc_otherusnum_29] = '1',,,,,,,Human Subject Data
fc_edc_30,edd_confirmation,Current Scan (Ultrasound),,text,EDD:,,MM-DD-YYYY,date_mdy,,,y,[fc_otherusnum_29] = '1',,,,,,,Human Subject Data
fc_hfr_30,edd_confirmation,Current Scan (Ultrasound),,text,Fetal Heart Rate (FHR):,,Beats per minute,integer,,,,[fc_otherusnum_29] = '1',,,,,,,Human Subject Data
fc_gestagesonow_30,edd_confirmation,Current Scan (Ultrasound),,text,Gestational Age (Weeks):,,Weeks,,,,,[fc_otherusnum_29] = '1',,,,,,,Human Subject Data
fc_gestagesonod_30,edd_confirmation,Current Scan (Ultrasound),,text,Gestational Age (Days):,,Days,,,,,[fc_otherusnum_29] = '1',,,,,,,Human Subject Data
fc_otherusnum_30,edd_confirmation,Current Scan (Ultrasound),,radio,Other ultrasound summary report:,"1, Yes | 0, No",,,,,,[fc_otherusnum_29] = '1',,,,,,,Human Subject Data
fc_ultrasonum_31,edd_confirmation,Current Scan (Ultrasound),,text,Ultrasound Number:,,2 digits,integer,,,,[fc_otherusnum_30] = '1',,,,,,,Human Subject Data
fc_date_31,edd_confirmation,Current Scan (Ultrasound),,text,Date:,,MM-DD-YYYY,date_mdy,,,y,[fc_otherusnum_30] = '1',,,,,,,Human Subject Data
fc_edc_31,edd_confirmation,Current Scan (Ultrasound),,text,EDD:,,MM-DD-YYYY,date_mdy,,,y,[fc_otherusnum_30] = '1',,,,,,,Human Subject Data
fc_hfr_31,edd_confirmation,Current Scan (Ultrasound),,text,Fetal Heart Rate (FHR):,,Beats per minute,integer,,,,[fc_otherusnum_30] = '1',,,,,,,Human Subject Data
fc_gestagesonow_31,edd_confirmation,Current Scan (Ultrasound),,text,Gestational Age (Weeks):,,Weeks,,,,,[fc_otherusnum_30] = '1',,,,,,,Human Subject Data
fc_gestagesonod_31,edd_confirmation,Current Scan (Ultrasound),,text,Gestational Age (Days):,,Days,,,,,[fc_otherusnum_30] = '1',,,,,,,Human Subject Data
site_ID,site,Site,,text,Unique identifier for the site,,,,,,,,,,,,,,Environmental Data
historical_or_current,site,Site,,radio,Current or historical,"0, current | 1, historical",,,,,,,,,,,,,Environmental Data
site_name,site,Site,,text,"	Unique name for each site",,,,,,,,,,,,,,Environmental Data
x_coordinate,site,Site,,decimal,longitude (NAD83),,,,,,,,,,,,,,Environmental Data
y_coordinate,site,Site,,decimal,latitude (NAD83),,,,,,,,,,,,,,Environmental Data
coordinate_infosource,site,Site,,text,Source of coordinates,,,,,,,,,,,,,,Environmental Data
elevation,site,Site,,decimal,Elevation of land surface,,,,,,,,,,,,,,Environmental Data
site_type,site,Site,,text,Type of site ,,,,,,,,,,,,,,Environmental Data
municipality,site,Site,,text,municipality,,,,,,,,,,,,,,Environmental Data
site_ID,springsite_data,Spring Site,,text,Unique identifier for the site,,,,,,,,,,,,,,Environmental Data
historical_or_current,springsite_data,Spring Site,,Integer,Current or historical,"0, current | 1, historical",,,,,,,,,,,,,Environmental Data
spring_order,springsite_data,Spring Site,,text,Approximate range of spring discharge,,,,,,,,,,,,,,Environmental Data
spring_hydrogeol,springsite_data,Spring Site,,text,From which hydrogeological unit does the spring discharge,,,,,,,,,,,,,,Environmental Data
spring_owner,springsite_data,Spring Site,,text,Owner of the spring,,,,,,,,,,,,,,Environmental Data
spring_site_type,springsite_data,Spring Site,,text,Type of spring site,,,,,,,,,,,,,,Environmental Data
spring_use,springsite_data,Spring Site,,text,Use of the spring,,,,,,,,,,,,,,Environmental Data
springwater_use,springsite_data,Spring Site,,text,Use of spring water,,,,,,,,,,,,,,Environmental Data
sample_ID,metalanalysis_data,Meral Analysis,,text,Unique identifier for the sample,,,,,,,,,,,,,,Environmental Data
